"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-26","80",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-27","80",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-28","81",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-29","81",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-30","79",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-10-31","78",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-01","79",",,S","59",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-02","79",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-03","78",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-04","82",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-06","78",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-07","82",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-08","81",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-09","83",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-10","81",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-11","82",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-12","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-13","82",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-14","84",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-15","78",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-16","81",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-17","87",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-18","83",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-19","75",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-20","75",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-22","77",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-23","77",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-24","80",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-25","80",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-26","80",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-27","80",",,S","59",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-28","77",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-29","77",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-11-30","78",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-01","76",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-02","77",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-04","75",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-05","83",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-07","79",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-08","79",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-09","81",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-10","81",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-11","80",",,S","56",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-12","78",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-13","78",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-14","72",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-15","70",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-16","73",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-17","75",",,S","51",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-18","73",",,S","53",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-19","72",",,S","50",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-20","77",",,S","52",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-21","80",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-22","78",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-24","79",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-26","78",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-27","81",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-28","77",",,S","49",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-29","78",",,S","51",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-30","76",",,S","50",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2018-12-31","78",",,S","52",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-01","80",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-02","83",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-04","83",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-05","82",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-06","81",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-07","79",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-08","81",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-09","82",",,S","56",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-10","82",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-11","81",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-13","81",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-14","81",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-15","82",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-16","81",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-18","83",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-19","83",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-20","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-22","74",",,S","53",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-24","78",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-25","77",",,S","53",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-26","76",",,S","50",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-27","73",",,S","50",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-28","76",",,S","49",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-29","75",",,S","51",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-30","81",",,S","53",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-01-31","80",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-01","80",",,S","56",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-02","78",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-03","78",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-04","81",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-05","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-06","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-08","79",",,S","48",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-09","81",",,S","48",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-10","83",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-11","86",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-12","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-13","84",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-15","83",",,S","59",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-16","82",",,S","54",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-17","83",",,S","57",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-18","87",",,S","59",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-19","89",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-20","89",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-21","87",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-22","89",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-23","89",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-24","89",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-25","88",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-26","82",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-02-27","80",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-01","86",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-02","88",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-03","85",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-04","84",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-05","81",",,S","55",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-06","80",",,S","53",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-07","87",",,S","56",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-08","89",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-09","89",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-10","90",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-11","89",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-12","89",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-15","91",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-16","93",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-17","90",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-18","91",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-19","89",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-20","91",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-21","88",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-22","91",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-23","92",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-24","94",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-25","93",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-26","96",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-27","94",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-28","96",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-29","96",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-30","93",",,S","70",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-03-31","93",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-01","93",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-02","94",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-03","95",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-04","93",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-06","92",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-09","91",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-10","96",",,S","70",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-11","94",",,S","70",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-12","97",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-13","96",",,S",,
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-14","92",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-15","92",",,S",,
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-16","84",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-17","86",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-18","89",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-19","89",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-20","90",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-21","90",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-22","93",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-23","94",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-24","94",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-25","92",",,S","72",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-26","97",",,S","73",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-27","96",",,S","74",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-29","93",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-04-30","89",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-01","87",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-02","86",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-03","86",",,S","58",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-04","85",",,S","60",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-06","92",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-07","89",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-08","86",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-09","85",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-10","86",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-11","92",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-12","92",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-13","92",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-14","91",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-15","91",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-16","92",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-17","94",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-18","95",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-19","96",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-20","96",",,S","72",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-21","94",",,S","73",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-22","93",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-23","92",",,S","72",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-24","92",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-25","92",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-26","89",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-27","92",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-28","94",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-29","93",",,S","71",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-30","90",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-05-31","92",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-01","89",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-02","92",",,S","70",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-03","86",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-04","86",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-05","92",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-06","83",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-07","89",",,S","68",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-08","90",",,S","69",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-09","81",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-10","82",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-11","81",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-12","68",",,S",,
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-13","70",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-15","70",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-16","73",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-17","70",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-18","69",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-19","69",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-20","73",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-21","77",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-22","76",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-23","76",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-24","75",",,S","66",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-25","74",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-26","75",",,S","67",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-28","68",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-29","66",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-06-30","68",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-01","67",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-02","68",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-03","68",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-04","68",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-05","68",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-06","68",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-07","68",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-09","69",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-10","68",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-11","68",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-12","69",",,S","61",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-13","68",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-14","69",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-15","68",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-16","69",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-17","70",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-18","71",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-19","73",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-20","74",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-21","75",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-22","73",",,S","65",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-23","70",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-24","69",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-25","67",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-26","67",",,S","64",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-27","67",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-28","67",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-29","66",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-30","66",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-07-31","67",",,S","62",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-08-02","67",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-08-03","66",",,S","63",",,S"
"IN012220400","MAHABALESHWAR, IN","17.933","73.667","1382.0","2019-08-04","67",",,S","63",",,S"
