"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-01",,,"77",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-02",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-03",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-04",,,"75",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-05",,,"75",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-06",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-07",,,"74",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-08",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-09",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-10",,,"77",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-11",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-12",,,"77",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-13",,,"75",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-14",,,"74",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-15",,,"73",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-16",,,"81",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-17",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-18",,,"76",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-19",,,"78",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-20",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-21","96",",,S","74",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-22",,,"71",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-23",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-24",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-25",,,"70",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-26",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-27",,,"71",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-28",,,"70",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-29",,,"69",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-30",,,"68",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-10-31",,,"71",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-01",,,"69",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-02",,,"68",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-03",,,"68",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-04",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-05",,,"70",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-06",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-07",,,"68",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-08",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-09",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-10",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-11",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-12",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-13",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-14",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-15",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-16",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-17",,,"61",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-18","82",",,S","60",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-19",,,"57",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-20",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-21",,,"58",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-22",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-23",,,"58",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-24",,,"61",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-25",,,"58",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-26",,,"61",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-27",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-28",,,"58",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-29",,,"57",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-11-30",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-01",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-02",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-03",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-04",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-05",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-06",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-07",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-08",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-09",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-10",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-11",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-12",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-13",,,"55",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-14",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-15",,,"53",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-16",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-17",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-18",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-19",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-20",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-21",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-22",,,"55",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-23",,,"55",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-24",,,"54",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-25",,,"55",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-26",,,"56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-27",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-28",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-29",,,"48",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-30",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2020-12-31",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-01",,,"47",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-02",,,"49",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-03",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-04",,,"48",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-05",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-06",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-07",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-08","74",",,S","51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-09",,,"49",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-10",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-11",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-12",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-13",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-14",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-15",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-16",,,"55",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-17",,,"54",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-18",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-19",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-20",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-21","88",",,S","56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-22",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-23",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-24",,,"54",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-25",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-26",,,"50",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-27",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-28",,,"51",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-29",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-30",,,"52",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-01-31",,,"54",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-01",,,"56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-02",,,"58",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-03",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-04",,,"60",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-05",,,"60",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-06",,,"56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-07",,,"56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-08",,,"56",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-09",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-10",,,"59",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-13",,,,
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-14",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-15",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-16",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-17",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-18",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-19",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-21",,,"63",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-22",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-23",,,"65",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-24",,,"64",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-25",,,"66",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-26",,,"67",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-27",,,"69",",,S"
"IN005120501","BHUJ RUDRAMATA, IN","23.25","69.667","80.0","2021-02-28",,,"68",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-01","76",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-02","78",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-03","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-04","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-05","83",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-06","81",",,S","53",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-07","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-08","81",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-09","83",",,S","49",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-10","81",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-11",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-12","79",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-13","81",",,S","50",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-14","81",",,S","48",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-15","82",",,S","52",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-16","81",",,S","55",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-17","77",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-18","76",",,S","46",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-19","77",",,S","52",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-20","77",",,S","53",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-21","75",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-22","81",",,S","50",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-23","77",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-24","79",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-25","78",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-26","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-27","76",",,S","55",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-28","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-29","79",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-30","79",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-01-31","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-01","78",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-02","80",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-03","84",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-04","83",",,S","49",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-05","86",",,S","56",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-06","86",",,S","58",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-07","83",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-08","87",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-09","93",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-10","94",",,S","64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-11","90",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-12","90",",,S","59",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-13","92",",,S","59",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-14","92",",,S","60",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-15","90",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-16","86",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-17","83",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-18","77",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-19","72",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-20","74",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-21","78",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-22","81",",,S","49",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-23",,,"53",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-24","89",",,S","49",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-25",,,"58",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-26",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-27",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-02-28","99",",,S","64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-01","97",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-02",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-03","92",",,S","69",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-04","93",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-05","91",",,S","65",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-06","93",",,S","65",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-07","85",",,S","69",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-08","90",",,S","66",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-09","91",",,S","65",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-10","89",",,S","66",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-11","90",",,S","63",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-12","93",",,S","63",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-13","95",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-14","100",",,S","64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-15","99",",,S","63",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-16","99",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-17","100",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-18","98",",,S","69",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-19","99",",,S","71",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-20",,,"72",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-21","96",",,S","71",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-22","95",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-23","94",",,S","69",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-24",,,"65",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-25","98",",,S","63",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-26","101",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-27","101",",,S","72",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-28","99",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-29","99",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-30","98",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-03-31",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-01",,,"65",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-02","102",",,S","64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-03","104",",,S","66",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-04","106",",,S","67",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-05",,,"69",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-06","108",",,S","70",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-07","106",",,S","75",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-08","96",",,S","73",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-09","95",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-10","93",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-11","97",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-12","101",",,S","64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-13",,,"64",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-14","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-15","105",",,S","72",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-16","105",",,S","74",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-17",,,"71",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-18","106",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-19","107",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-20","106",",,S","71",",,S"
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-21","105",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-22","102",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-23","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-24","103",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-25",,,,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-26","106",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-27","107",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-28","107",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-29","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-04-30","103",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-01","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-02","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-03","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-04","101",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-05","101",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-06","105",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-07","105",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-08","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-09","103",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-10","104",",,S",,
"IN005010600","AHMADABAD, IN","23.067","72.633","55.0","2005-05-11","103",",,S",,
